id,bairro,quartos,preco_noite,avaliacao,ocupacao_pct
70460,Lapa,2,1164,3.01,55.19
70461,Flamengo,3,967,4.16,72.62
70462,Leblon,5,1750,2.68,30.12
70463,Copacabana,2,802,4.39,29.22
70464,Barra da Tijuca,2,473,4.57,33.36
70465,Botafogo,5,956,3.99,48.75
70466,Ipanema,1,1996,3.34,26.88
70467,Leblon,4,765,3.17,46.9
70468,Ipanema,4,1957,3.29,82.34
70469,Lapa,5,339,4.57,87.99
70470,Copacabana,3,553,2.66,74.26
70471,Flamengo,1,462,3.34,30.15
70472,Copacabana,1,646,3.48,62.2
70473,Ipanema,5,308,3.69,70.9
70474,Flamengo,5,1484,4.04,45.98
70475,Barra da Tijuca,4,134,4.07,40.81
70476,Lapa,3,728,3.31,26.83
70477,Flamengo,4,451,3.53,84.44
70478,Barra da Tijuca,5,610,2.87,53.29
70479,Flamengo,5,331,2.71,38.86
70480,Copacabana,1,553,3.01,39.95
70481,Botafogo,3,663,2.64,86.24
70482,Lapa,5,1327,3.14,79.48
70483,Leblon,1,1148,2.52,41.82
70484,Leblon,4,1738,2.87,94.26
70485,Leblon,4,643,4.95,87.04
70486,Botafogo,1,624,4.91,74.51
70487,Lapa,2,1917,3.26,97.22
70488,Flamengo,4,869,4.68,33.39
70489,Ipanema,2,1952,3.07,68.12
70490,Ipanema,1,908,4.69,29.35
70491,Lapa,3,858,3.83,86.77
70492,Botafogo,5,469,2.61,25.13
70493,Lapa,4,424,3.01,82.22
70494,Ipanema,5,1020,4.89,38.03
70495,Lapa,2,1695,4.51,34.31
70496,Leblon,4,177,2.96,99.49
70497,Barra da Tijuca,3,554,3.0,96.4
70498,Flamengo,3,971,3.43,40.88
70499,Lapa,3,784,4.06,34.29
70500,Flamengo,3,989,4.51,44.35
70501,Copacabana,5,281,2.53,74.03
70502,Lapa,5,1911,4.55,96.02
70503,Ipanema,2,546,3.25,63.14
70504,Barra da Tijuca,5,624,3.35,56.66
70505,Ipanema,2,323,4.11,65.35
70506,Barra da Tijuca,5,753,4.9,41.59
70507,Flamengo,2,1085,2.95,65.52
70508,Ipanema,1,424,2.69,46.77
70509,Leblon,3,867,3.59,35.52
70510,Ipanema,4,145,3.79,48.62
70511,Copacabana,5,1608,4.34,30.14
70512,Lapa,3,1000,3.67,86.45
70513,Botafogo,5,688,3.48,79.41
70514,Ipanema,2,1406,3.43,85.11
70515,Lapa,5,1270,4.6,34.73
70516,Leblon,3,1181,2.71,40.76
70517,Lapa,3,621,4.58,46.23
70518,Ipanema,5,1820,2.65,65.63
70519,Ipanema,4,839,4.31,70.45
70520,Flamengo,4,1007,4.12,86.31
70521,Barra da Tijuca,1,1395,4.9,32.11
70522,Ipanema,1,470,3.7,49.6
70523,Copacabana,1,359,4.69,32.9
70524,Lapa,2,1992,4.6,69.62
70525,Flamengo,4,603,4.18,68.99
70526,Barra da Tijuca,1,1918,2.75,84.06
70527,Botafogo,4,1576,3.1,63.02
70528,Copacabana,5,1689,4.19,23.73
70529,Botafogo,5,930,4.94,97.51
70530,Ipanema,5,1263,4.39,98.21
70531,Botafogo,3,1947,3.53,60.76
70532,Botafogo,4,491,3.16,45.3
70533,Copacabana,5,224,4.48,93.13
70534,Copacabana,1,1030,4.39,59.68
70535,Lapa,5,467,4.0,46.04
70536,Botafogo,4,1870,3.53,50.18
70537,Copacabana,2,876,3.79,70.61
70538,Lapa,5,1723,4.78,34.76
70539,Botafogo,3,1475,4.12,70.14
70540,Barra da Tijuca,3,208,3.05,37.33
70541,Botafogo,4,1404,3.3,81.89
70542,Flamengo,4,298,2.99,85.35
70543,Ipanema,1,1123,4.76,55.79
70544,Barra da Tijuca,1,1448,4.79,27.67
70545,Copacabana,3,1808,3.28,38.55
70546,Leblon,5,469,2.65,69.14
70547,Barra da Tijuca,1,199,3.28,61.54
70548,Flamengo,1,1058,4.77,90.6
70549,Copacabana,1,1082,3.25,95.58
70550,Flamengo,1,281,3.86,70.59
70551,Ipanema,1,1425,4.13,63.68
70552,Flamengo,5,1663,4.13,44.99
70553,Flamengo,2,735,4.53,38.02
70554,Lapa,1,206,4.58,22.6
70555,Barra da Tijuca,4,1850,4.87,93.08
70556,Copacabana,2,104,3.28,69.75
70557,Barra da Tijuca,3,1293,3.47,60.58
70558,Botafogo,5,1594,2.68,47.11
70559,Leblon,1,471,3.11,30.77
70560,Lapa,3,1517,3.81,92.89
70561,Barra da Tijuca,2,1515,2.75,55.66
70562,Copacabana,2,370,2.75,71.7
70563,Lapa,5,1690,3.86,46.47
70564,Barra da Tijuca,5,1979,4.47,29.74
70565,Botafogo,1,1573,3.66,88.43
70566,Flamengo,4,137,4.86,85.47
70567,Leblon,5,1033,4.8,87.22
70568,Barra da Tijuca,2,1861,4.94,83.1
70569,Barra da Tijuca,3,1115,3.11,59.74
70570,Botafogo,3,1832,4.01,72.77
70571,Leblon,3,1732,4.4,25.34
70572,Lapa,5,1145,4.94,51.45
70573,Flamengo,1,575,3.39,82.44
70574,Flamengo,2,830,4.01,38.19
70575,Copacabana,5,1674,4.48,44.35
70576,Leblon,5,1446,3.22,87.0
70577,Botafogo,4,1305,3.97,36.54
70578,Leblon,3,540,3.96,84.15
70579,Barra da Tijuca,2,1266,4.09,86.73
70580,Lapa,3,1556,4.64,49.77
70581,Flamengo,1,267,3.79,68.84
70582,Lapa,1,988,4.03,28.47
70583,Lapa,5,193,4.98,55.2
70584,Barra da Tijuca,1,1627,4.51,81.89
70585,Copacabana,2,1545,3.05,81.49
70586,Lapa,5,850,2.98,85.81
70587,Copacabana,2,1683,3.86,68.92
70588,Barra da Tijuca,3,285,2.66,55.05
70589,Barra da Tijuca,1,1857,2.98,97.97
70590,Ipanema,1,825,4.21,79.51
70591,Leblon,5,1203,2.9,78.86
70592,Flamengo,3,1943,2.71,86.67
70593,Flamengo,1,1234,3.58,88.02
70594,Botafogo,1,976,2.87,59.44
70595,Flamengo,2,1090,2.92,76.0
70596,Copacabana,1,1430,4.64,54.67
70597,Flamengo,5,552,2.74,70.75
70598,Copacabana,2,1629,2.92,67.96
70599,Flamengo,2,338,3.28,70.71
70600,Botafogo,5,520,2.77,30.7
70601,Leblon,5,124,2.79,71.88
70602,Lapa,3,483,3.88,82.24
70603,Leblon,5,1504,4.49,85.87
70604,Copacabana,3,120,4.26,71.99
70605,Barra da Tijuca,4,685,3.41,79.01
70606,Lapa,4,1149,3.64,75.96
70607,Ipanema,1,1483,2.9,97.91
70608,Botafogo,4,872,4.28,80.7
70609,Leblon,2,1879,4.78,97.75
70610,Lapa,2,1489,4.59,70.64
70611,Botafogo,1,1256,4.12,33.42
70612,Leblon,4,1859,4.29,51.99
70613,Copacabana,4,1178,3.72,36.52
70614,Copacabana,2,1063,3.23,96.05
70615,Barra da Tijuca,3,992,2.68,50.31
70616,Copacabana,1,584,4.05,24.98
70617,Ipanema,1,1158,3.39,90.87
70618,Flamengo,5,200,3.9,22.0
70619,Copacabana,5,1287,3.44,51.41
70620,Copacabana,4,522,2.65,85.06
70621,Flamengo,1,473,3.74,31.4
70622,Copacabana,5,816,4.22,50.9
70623,Lapa,5,1462,4.36,50.6
70624,Barra da Tijuca,1,1453,3.23,56.6
70625,Botafogo,1,1840,3.42,55.73
70626,Ipanema,3,1780,3.24,54.84
70627,Leblon,3,1702,2.59,70.34
70628,Flamengo,2,758,4.71,30.36
70629,Barra da Tijuca,2,324,4.49,70.81
70630,Barra da Tijuca,3,713,4.6,28.41
70631,Flamengo,4,759,4.24,94.35
70632,Flamengo,3,766,3.3,98.58
70633,Ipanema,3,890,4.16,43.8
70634,Botafogo,3,1314,3.76,62.51
70635,Barra da Tijuca,4,452,3.97,47.09
70636,Copacabana,4,745,4.91,68.64
70637,Flamengo,2,1324,3.72,34.34
70638,Copacabana,5,1541,4.44,49.93
70639,Leblon,4,1341,2.9,94.27
70640,Flamengo,1,727,3.57,52.67
70641,Barra da Tijuca,3,830,4.6,92.17
70642,Ipanema,3,966,3.98,37.95
70643,Ipanema,1,337,3.66,20.09
70644,Barra da Tijuca,3,209,3.14,63.57
70645,Barra da Tijuca,2,1489,4.28,77.33
70646,Leblon,5,562,3.13,21.71
70647,Ipanema,1,403,4.16,58.03
70648,Ipanema,2,1433,4.61,20.48
70649,Ipanema,2,1478,3.59,85.43
70650,Flamengo,2,1173,3.52,28.02
70651,Leblon,5,363,4.85,30.67
70652,Flamengo,2,1572,2.8,31.39
70653,Leblon,4,461,3.2,81.83
70654,Botafogo,5,542,3.24,66.5
70655,Ipanema,4,447,2.71,44.48
70656,Botafogo,2,939,2.68,56.26
70657,Lapa,5,1232,4.37,60.43
70658,Lapa,4,1411,2.87,24.16
70659,Ipanema,4,1001,3.32,69.08
70660,Copacabana,3,1680,4.96,72.48
70661,Barra da Tijuca,3,1742,2.84,52.3
70662,Lapa,3,1781,3.98,70.63
70663,Copacabana,5,1663,2.86,56.99
70664,Botafogo,4,1650,4.89,29.48
70665,Ipanema,1,387,4.64,81.63
70666,Barra da Tijuca,5,133,4.85,58.27
70667,Botafogo,2,948,4.51,50.83
70668,Flamengo,1,501,3.05,27.5
70669,Botafogo,2,1495,2.9,48.2
70670,Leblon,5,1356,2.87,86.75
70671,Ipanema,3,1102,3.13,20.3
70672,Leblon,5,1043,4.18,73.38
70673,Botafogo,2,251,3.96,29.1
70674,Copacabana,3,348,4.56,98.65
70675,Ipanema,5,785,4.98,40.62
70676,Ipanema,3,1150,4.51,92.62
70677,Lapa,5,1470,2.83,36.66
70678,Copacabana,4,356,2.62,53.31
70679,Flamengo,2,795,2.97,59.29
70680,Copacabana,4,365,3.97,99.6
70681,Botafogo,2,1168,4.27,96.41
70682,Botafogo,4,1407,4.7,85.03
70683,Botafogo,5,1904,3.16,59.01
70684,Lapa,5,271,2.87,86.79
70685,Copacabana,2,1118,3.18,47.23
70686,Leblon,2,791,3.38,57.93
70687,Copacabana,5,527,3.41,27.63
70688,Leblon,4,1545,3.46,92.47
70689,Ipanema,5,997,3.9,69.45
70690,Leblon,3,492,2.59,59.65
70691,Barra da Tijuca,2,264,4.79,27.72
70692,Ipanema,3,1967,3.97,74.39
70693,Flamengo,2,1079,4.89,24.52
70694,Flamengo,1,289,4.67,25.29
70695,Barra da Tijuca,5,366,3.96,68.21
70696,Botafogo,2,1788,3.29,92.53
70697,Barra da Tijuca,3,674,3.96,99.85
70698,Copacabana,2,741,4.55,20.88
70699,Botafogo,5,559,3.17,63.45
70700,Copacabana,4,941,4.2,56.91
70701,Leblon,4,224,3.29,23.26
70702,Copacabana,5,622,4.92,25.09
70703,Leblon,2,202,4.57,36.54
70704,Copacabana,3,1852,3.95,36.99
70705,Barra da Tijuca,2,1797,3.91,69.48
70706,Barra da Tijuca,4,185,4.31,56.14
70707,Barra da Tijuca,3,1048,4.32,72.45
70708,Barra da Tijuca,3,326,2.51,24.57
70709,Ipanema,3,1671,2.75,56.9
70710,Leblon,5,658,3.01,56.98
70711,Barra da Tijuca,1,577,3.5,94.99
70712,Botafogo,4,1002,2.54,86.65
70713,Botafogo,3,530,3.88,68.56
70714,Botafogo,3,269,4.98,32.55
70715,Botafogo,5,1973,4.18,66.0
70716,Ipanema,5,1543,4.93,96.36
70717,Ipanema,2,421,3.97,24.0
70718,Lapa,1,627,2.56,56.84
70719,Lapa,3,881,4.42,68.0
70720,Barra da Tijuca,1,312,3.03,69.82
70721,Lapa,5,1468,3.09,54.21
70722,Flamengo,2,1048,3.39,63.15
70723,Barra da Tijuca,1,1510,4.16,25.77
70724,Lapa,3,1231,3.0,25.74
70725,Copacabana,2,1058,3.82,92.44
70726,Flamengo,3,571,2.9,85.71
70727,Leblon,3,314,3.74,24.92
70728,Botafogo,1,907,4.66,75.23
70729,Copacabana,4,348,3.67,97.33
70730,Flamengo,4,1209,4.57,51.9
70731,Barra da Tijuca,3,1446,3.67,55.38
70732,Ipanema,1,721,3.31,87.12
70733,Botafogo,3,206,4.48,61.56
70734,Leblon,2,1230,4.11,89.13
70735,Leblon,5,555,4.92,33.23
70736,Barra da Tijuca,5,734,4.04,60.35
70737,Barra da Tijuca,4,901,4.79,88.94
70738,Ipanema,5,1152,2.57,78.68
70739,Botafogo,4,295,3.98,27.66
70740,Lapa,4,1699,4.39,44.06
70741,Botafogo,2,1781,4.96,25.14
70742,Botafogo,2,1426,2.52,98.32
70743,Leblon,4,371,3.55,82.52
70744,Ipanema,5,884,3.48,45.23
70745,Botafogo,5,810,4.88,66.67
70746,Copacabana,4,1748,3.23,68.12
70747,Copacabana,3,228,3.9,76.57
70748,Barra da Tijuca,3,1634,3.98,73.67
70749,Ipanema,2,1863,3.99,83.44
70750,Lapa,2,568,2.67,81.82
70751,Flamengo,5,998,4.07,95.21
70752,Botafogo,5,558,3.72,43.81
70753,Flamengo,5,714,3.83,81.66
70754,Botafogo,4,1484,3.05,46.04
70755,Leblon,2,826,3.08,45.55
70756,Botafogo,2,1398,3.1,63.2
70757,Flamengo,3,1652,3.35,61.13
70758,Lapa,1,406,4.12,99.41
70759,Botafogo,2,334,4.33,97.82
70760,Botafogo,2,1809,2.81,45.86
70761,Barra da Tijuca,1,1171,4.69,48.63
70762,Leblon,1,1977,2.59,78.1
70763,Copacabana,1,193,4.19,23.74
70764,Copacabana,2,1230,4.16,51.38
70765,Barra da Tijuca,5,709,4.01,35.43
70766,Lapa,2,330,4.32,38.97
70767,Ipanema,4,1109,4.32,49.61
70768,Ipanema,3,292,3.32,80.41
70769,Leblon,4,1912,4.11,57.77
70770,Flamengo,1,1960,3.74,75.86
70771,Flamengo,2,1067,2.75,95.15
70772,Botafogo,2,1945,4.8,74.02
70773,Leblon,3,1918,3.11,61.51
70774,Flamengo,3,1751,4.83,29.77
70775,Copacabana,3,585,4.2,95.71
70776,Barra da Tijuca,3,535,4.64,77.73
70777,Lapa,4,1610,2.8,34.21
70778,Ipanema,4,985,3.76,67.17
70779,Barra da Tijuca,3,443,4.51,28.85
70780,Botafogo,3,1313,3.59,84.99
70781,Barra da Tijuca,4,1255,2.81,27.5
70782,Ipanema,2,1489,4.6,84.58
70783,Copacabana,2,353,4.85,50.21
70784,Botafogo,5,1134,4.44,66.77
70785,Copacabana,2,1211,2.52,95.52
70786,Ipanema,2,1717,3.65,81.75
70787,Ipanema,5,1788,4.67,50.87
70788,Copacabana,5,1055,4.86,55.7
70789,Botafogo,4,557,4.98,69.28
70790,Copacabana,3,1371,3.08,46.54
70791,Botafogo,4,1044,4.43,93.7
70792,Leblon,3,568,3.14,53.55
70793,Leblon,2,1189,3.53,29.81
70794,Botafogo,3,190,4.76,95.88
70795,Copacabana,5,1269,3.93,41.33
70796,Barra da Tijuca,5,509,4.57,90.96
70797,Barra da Tijuca,3,1817,4.97,92.49
70798,Botafogo,3,342,2.98,50.52
70799,Ipanema,3,1847,3.85,55.76
70800,Barra da Tijuca,2,654,3.6,86.36
70801,Copacabana,2,1089,3.16,59.26
70802,Flamengo,2,1842,4.21,63.46
70803,Botafogo,2,151,4.25,76.9
70804,Ipanema,1,871,3.5,58.97
70805,Lapa,1,1762,2.64,54.83
70806,Ipanema,4,259,4.48,97.34
70807,Flamengo,3,518,3.82,55.45
70808,Botafogo,2,1776,3.21,51.99
70809,Copacabana,2,1874,4.37,34.74
70810,Copacabana,5,1278,3.47,96.31
70811,Leblon,1,1227,3.74,86.24
70812,Flamengo,2,1421,3.33,82.79
70813,Botafogo,3,1154,2.97,88.09
70814,Ipanema,5,102,4.43,22.8
70815,Ipanema,4,1426,4.92,55.29
70816,Flamengo,4,1477,4.83,84.67
70817,Botafogo,1,1179,4.19,40.96
70818,Ipanema,3,1977,3.63,83.53
70819,Barra da Tijuca,3,251,4.63,59.26
70820,Lapa,4,456,3.96,48.69
70821,Flamengo,2,303,4.48,76.12
70822,Leblon,2,889,3.11,70.27
70823,Copacabana,5,1574,3.19,43.93
70824,Ipanema,5,373,4.95,73.48
70825,Lapa,3,1382,4.82,68.95
70826,Botafogo,1,341,3.83,70.39
70827,Ipanema,2,639,2.75,65.42
70828,Flamengo,2,969,2.73,65.53
70829,Botafogo,1,1365,3.51,23.29
70830,Lapa,2,790,3.47,95.34
70831,Lapa,2,118,4.79,92.59
70832,Barra da Tijuca,1,685,3.69,73.23
70833,Copacabana,1,1040,2.6,58.91
70834,Botafogo,5,226,3.75,96.85
70835,Leblon,5,1994,4.82,58.35
70836,Copacabana,1,1511,3.44,46.24
70837,Botafogo,1,747,4.41,41.62
70838,Barra da Tijuca,3,1906,3.53,41.85
70839,Botafogo,4,1122,3.71,57.99
70840,Barra da Tijuca,4,1472,3.29,91.5
70841,Lapa,1,1105,2.76,38.5
70842,Flamengo,5,1261,3.96,38.64
70843,Lapa,2,985,2.61,59.09
70844,Botafogo,3,865,4.81,98.28
70845,Flamengo,5,1430,4.57,62.06
70846,Flamengo,3,706,3.19,64.98
70847,Lapa,5,752,3.59,86.53
70848,Barra da Tijuca,2,1666,3.09,79.72
70849,Barra da Tijuca,1,1125,4.93,30.83
70850,Barra da Tijuca,4,526,3.68,59.78
70851,Botafogo,1,1685,2.58,28.73
70852,Botafogo,5,1088,4.17,86.73
70853,Flamengo,5,1567,3.45,31.57
70854,Copacabana,3,214,3.28,70.89
70855,Copacabana,2,1069,4.2,89.1
70856,Leblon,4,1828,4.63,96.87
70857,Copacabana,3,1114,2.5,91.98
70858,Ipanema,2,1792,4.54,49.82
70859,Ipanema,2,1224,4.18,50.84
70860,Lapa,1,1107,2.56,86.95
70861,Flamengo,1,1206,4.36,23.4
70862,Ipanema,2,1542,3.41,34.94
70863,Copacabana,4,1229,3.19,45.31
70864,Flamengo,4,1265,4.35,40.44
70865,Leblon,5,867,4.96,84.24
70866,Botafogo,5,1179,2.63,84.88
70867,Leblon,3,989,3.06,21.74
70868,Copacabana,2,1190,3.64,59.56
70869,Copacabana,4,371,4.48,99.56
70870,Copacabana,5,324,3.46,29.83
70871,Lapa,5,777,2.97,52.41
70872,Ipanema,5,870,4.39,47.35
70873,Copacabana,5,1187,3.74,67.46
70874,Botafogo,4,287,4.7,51.09
70875,Ipanema,2,690,2.96,46.85
70876,Ipanema,3,1738,4.44,98.95
70877,Lapa,3,730,3.51,37.26
70878,Leblon,5,448,3.35,46.47
70879,Flamengo,3,681,3.95,50.0
70880,Ipanema,5,1825,3.38,93.74
70881,Ipanema,4,1429,3.91,44.51
70882,Copacabana,2,1176,4.4,56.87
70883,Botafogo,1,902,4.59,90.86
70884,Copacabana,4,1863,3.46,81.41
70885,Botafogo,3,1661,2.66,58.6
70886,Ipanema,1,998,4.03,23.05
70887,Botafogo,3,403,2.7,58.01
70888,Copacabana,4,1952,4.1,54.37
70889,Copacabana,3,1294,3.39,36.91
70890,Leblon,3,1425,3.86,80.21
70891,Lapa,2,1013,4.86,57.96
70892,Leblon,3,330,4.6,47.25
70893,Ipanema,4,1445,4.9,22.16
70894,Botafogo,3,776,3.81,66.12
70895,Copacabana,2,508,4.25,47.75
70896,Copacabana,2,611,4.88,40.63
70897,Copacabana,3,1631,3.64,55.76
70898,Flamengo,4,1337,3.54,91.69
70899,Copacabana,2,639,4.92,60.15
70900,Flamengo,2,1770,2.65,43.93
70901,Ipanema,2,1254,3.22,51.29
70902,Lapa,3,1632,4.2,32.76
70903,Leblon,2,1302,3.79,61.66
70904,Flamengo,3,1517,4.31,30.15
70905,Leblon,3,184,3.38,98.15
70906,Flamengo,3,321,4.29,62.11
70907,Copacabana,3,990,2.6,68.92
70908,Copacabana,4,907,2.77,90.89
70909,Botafogo,5,897,3.68,63.99
70910,Copacabana,4,1265,3.11,89.87
70911,Leblon,3,1769,4.32,67.54
70912,Botafogo,1,1029,3.11,54.6
70913,Barra da Tijuca,3,1246,4.22,97.56
70914,Botafogo,1,1061,4.98,78.68
70915,Copacabana,1,937,3.26,82.32
70916,Barra da Tijuca,3,974,4.93,37.15
70917,Barra da Tijuca,5,824,3.97,26.84
70918,Botafogo,3,1379,3.87,64.49
70919,Lapa,3,858,3.62,31.42
70920,Copacabana,3,341,4.38,65.24
70921,Lapa,1,1687,4.17,20.85
70922,Copacabana,5,236,4.49,40.51
70923,Flamengo,5,416,3.15,47.91
70924,Lapa,2,1829,3.83,41.05
70925,Barra da Tijuca,3,1178,4.7,75.03
70926,Copacabana,3,1804,3.61,23.93
70927,Leblon,3,1552,3.92,86.32
70928,Flamengo,4,1472,3.01,44.12
70929,Flamengo,3,446,4.22,20.09
70930,Flamengo,5,376,3.06,71.13
70931,Copacabana,1,1985,3.92,61.18
70932,Leblon,3,388,2.73,85.0
70933,Ipanema,3,1335,3.98,81.87
70934,Flamengo,3,1537,4.45,66.67
70935,Ipanema,2,1117,3.45,92.02
70936,Copacabana,2,1379,4.35,24.13
70937,Flamengo,4,623,3.32,41.95
70938,Leblon,1,516,4.16,66.59
70939,Leblon,3,738,4.18,94.08
70940,Flamengo,1,1590,4.17,82.89
70941,Barra da Tijuca,3,1664,4.25,65.55
70942,Botafogo,1,1608,2.74,83.33
70943,Botafogo,1,800,4.26,69.8
70944,Flamengo,2,1957,4.94,62.33
70945,Barra da Tijuca,2,877,3.72,41.61
70946,Lapa,3,1153,3.19,91.73
70947,Botafogo,1,534,3.62,99.99
70948,Copacabana,1,108,4.69,89.84
70949,Botafogo,5,1400,4.09,93.68
70950,Botafogo,1,1350,4.58,75.67
70951,Barra da Tijuca,5,1339,2.76,97.64
70952,Copacabana,1,1698,3.73,70.92
70953,Copacabana,4,733,2.81,93.76
70954,Barra da Tijuca,3,1529,4.17,58.14
70955,Lapa,2,876,3.57,74.82
70956,Leblon,4,633,3.3,42.18
70957,Botafogo,5,1871,3.52,58.69
70958,Flamengo,1,1132,4.28,99.93
70959,Flamengo,3,1217,2.8,96.85
70960,Ipanema,1,234,4.72,61.67
70961,Leblon,3,1947,4.37,81.07
70962,Copacabana,2,1789,3.63,96.08
70963,Flamengo,2,1813,4.3,41.22
70964,Barra da Tijuca,3,379,3.86,44.67
70965,Botafogo,1,782,4.67,56.35
70966,Lapa,5,1669,3.43,42.09
70967,Barra da Tijuca,4,1572,4.78,34.9
70968,Ipanema,5,1845,3.28,33.64
70969,Leblon,2,1994,3.56,32.74
70970,Botafogo,2,400,4.47,30.78
70971,Copacabana,1,1260,4.16,86.53
70972,Leblon,4,475,3.26,91.12
70973,Barra da Tijuca,3,1007,3.45,60.26
70974,Barra da Tijuca,2,1318,2.61,40.95
70975,Ipanema,1,1321,2.54,23.92
70976,Copacabana,5,1605,3.69,24.23
70977,Ipanema,3,1861,3.91,50.97
70978,Botafogo,4,805,3.51,96.96
70979,Leblon,2,1477,4.32,36.61
70980,Lapa,4,560,2.71,98.76
70981,Barra da Tijuca,3,130,3.25,20.97
70982,Botafogo,2,1840,4.63,94.08
70983,Flamengo,3,1732,4.85,65.04
70984,Botafogo,2,104,2.9,73.82
70985,Lapa,3,1200,3.7,38.79
70986,Lapa,1,1191,3.02,39.11
70987,Flamengo,1,618,3.26,88.85
70988,Flamengo,5,1475,3.59,93.45
70989,Copacabana,3,1635,3.3,31.26
70990,Ipanema,5,580,4.08,39.78
70991,Botafogo,1,1268,4.47,32.41
70992,Copacabana,2,802,2.9,34.49
70993,Flamengo,3,788,2.68,22.43
70994,Copacabana,2,451,4.41,26.14
70995,Botafogo,2,1941,3.05,83.77
70996,Ipanema,5,333,2.59,84.24
70997,Lapa,5,1385,3.6,44.98
70998,Botafogo,1,1299,3.46,60.55
70999,Ipanema,2,1587,4.11,25.51
71000,Lapa,4,1236,3.15,88.63
71001,Barra da Tijuca,2,1059,4.44,54.56
71002,Barra da Tijuca,1,945,4.28,48.14
71003,Barra da Tijuca,4,182,3.64,36.74
71004,Leblon,2,104,2.6,95.65
71005,Botafogo,3,1715,3.29,87.76
71006,Barra da Tijuca,2,1722,4.53,83.02
71007,Flamengo,5,166,3.47,60.58
71008,Botafogo,3,1699,4.39,26.23
71009,Flamengo,5,637,4.23,28.9
71010,Ipanema,2,122,4.13,68.63
71011,Copacabana,4,173,4.27,82.86
71012,Copacabana,5,1147,4.39,65.11
71013,Ipanema,5,1640,4.04,70.03
71014,Botafogo,4,793,4.55,80.76
71015,Botafogo,4,1508,4.58,41.82
71016,Flamengo,4,527,4.93,33.77
71017,Botafogo,4,1878,3.36,87.94
71018,Leblon,5,962,3.14,70.12
71019,Flamengo,1,917,3.35,80.94
71020,Copacabana,2,897,2.76,62.28
71021,Barra da Tijuca,3,865,4.38,60.83
71022,Leblon,4,1180,3.36,81.41
71023,Botafogo,2,1222,3.55,92.69
71024,Barra da Tijuca,2,1368,3.31,94.93
71025,Copacabana,1,1608,3.42,34.17
71026,Barra da Tijuca,1,915,3.44,88.5
71027,Flamengo,5,1597,2.9,60.1
71028,Botafogo,2,790,3.93,33.61
71029,Flamengo,5,1369,4.67,65.11
71030,Botafogo,5,265,3.86,97.89
71031,Ipanema,2,1122,4.8,63.26
71032,Copacabana,1,1029,3.44,21.3
71033,Botafogo,5,1012,2.65,69.91
71034,Lapa,4,935,2.95,67.6
71035,Lapa,1,1274,2.5,47.75
71036,Barra da Tijuca,3,1424,3.19,41.25
71037,Barra da Tijuca,5,1651,4.45,59.75
71038,Flamengo,2,1583,4.66,89.58
71039,Botafogo,4,1463,2.7,51.17
71040,Barra da Tijuca,5,194,4.73,99.59
71041,Ipanema,1,1370,3.57,95.25
71042,Flamengo,1,408,4.21,47.82
71043,Botafogo,2,1225,4.1,83.08
71044,Barra da Tijuca,2,298,3.54,77.98
71045,Barra da Tijuca,4,407,3.19,93.51
71046,Lapa,3,1004,2.71,67.19
71047,Copacabana,3,707,4.39,26.44
71048,Barra da Tijuca,1,414,3.76,22.47
71049,Ipanema,1,539,3.23,83.73
71050,Botafogo,1,520,3.7,49.88
71051,Barra da Tijuca,1,1287,4.93,61.4
71052,Lapa,4,1594,4.41,82.12
71053,Barra da Tijuca,4,275,2.53,76.75
71054,Barra da Tijuca,2,983,3.29,42.59
71055,Copacabana,5,1488,4.52,83.13
71056,Lapa,1,583,3.62,87.79
71057,Flamengo,5,1858,4.7,82.15
71058,Ipanema,3,1167,3.41,98.44
71059,Flamengo,2,1132,3.39,26.32
71060,Leblon,4,1828,4.17,21.25
71061,Botafogo,2,1744,2.82,24.51
71062,Flamengo,2,1217,4.65,27.95
71063,Copacabana,2,897,3.37,76.66
71064,Ipanema,3,1258,2.7,79.01
71065,Barra da Tijuca,4,1205,4.78,84.82
71066,Barra da Tijuca,3,284,3.35,77.14
71067,Ipanema,5,1304,2.85,53.43
71068,Barra da Tijuca,2,884,3.23,87.32
71069,Barra da Tijuca,5,823,4.43,50.35
71070,Leblon,5,350,2.52,25.61
71071,Leblon,3,1037,2.98,62.69
71072,Botafogo,5,1484,3.59,91.01
71073,Flamengo,1,1979,4.29,58.39
71074,Botafogo,4,720,3.12,85.19
71075,Flamengo,2,171,4.69,71.02
71076,Flamengo,1,1022,3.42,33.54
71077,Barra da Tijuca,5,1429,4.69,70.09
71078,Ipanema,4,847,3.34,66.35
71079,Flamengo,1,1913,4.72,46.15
71080,Botafogo,3,574,4.81,22.69
71081,Botafogo,5,1118,4.64,39.34
71082,Leblon,1,245,2.52,41.22
71083,Ipanema,2,762,3.51,81.64
71084,Lapa,5,1005,4.65,41.73
71085,Lapa,4,131,4.35,91.5
71086,Copacabana,4,1593,4.96,61.34
71087,Leblon,1,524,3.92,89.32
71088,Copacabana,5,1948,4.21,97.86
71089,Ipanema,4,598,3.96,86.56
71090,Barra da Tijuca,4,1115,4.97,98.48
71091,Lapa,3,207,4.99,55.76
71092,Barra da Tijuca,3,1859,3.85,82.8
71093,Lapa,5,1195,4.48,78.0
71094,Lapa,4,1587,2.53,66.99
71095,Copacabana,2,338,3.63,99.22
71096,Barra da Tijuca,4,402,3.73,74.82
